priority,url,wp_id,wp_type,title,cluster,template,lane,moz_keywords,moz_best_rank,moz_best_keyword,moz_keyword_list,index_robots,follow_robots,in_sitemap,health_flags,deep_matrix,modified,yoast_title,seo,aeo,geo,client_template
P2,https://bigorange.marketing/storybrand-website-refresh/,4770,post,StoryBrand Website Refresh Positions Shipping Supplies Source for Growth,storybrand,supporting-article,untracked,0,,,,index,follow,True,,False,2025-02-14T13:26:28,Explore SHIP-PAQ’s StoryBrand Website Refresh - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to StoryBrand service page plus one editorial owner per job. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/storytelling-in-marketing/,4626,post,Unleashing the Inner Spielberg: BigOrange Presents StoryBrand Framework for Websites to NAHB Builders,storybrand,supporting-article,untracked,0,,,,index,follow,True,,False,2024-10-24T23:37:33,Storytelling in Marketing: StoryBrand Websites - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to StoryBrand service page plus one editorial owner per job. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/sw-ohio-manufacturing-grants/,3551,post,News! SW Ohio Limited Time Small Manufacturers Grants That Must Be Used by September 2023,manufacturing,supporting-article,untracked,0,,,,index,follow,True,,False,2023-06-29T20:11:37,SW Ohio 2023 Small Manufacturing Grants - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to manufacturing hub, not a second examples page. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/technology-consultant-website-for-afidence/,2732,post,New StoryBrand Website Highlights Technology Consultant,storybrand,supporting-article,untracked,0,,,,index,follow,True,,False,2023-01-20T21:33:29,Technology Consultant Website Help - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to StoryBrand service page plus one editorial owner per job. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/top-cincinnati-agency-for-storybrand-websites/,2596,page,Top Firm for StoryBrand Websites,storybrand,supporting-article,untracked,0,,,,index,follow,True,,False,2024-01-25T17:55:11,Top Cincinnati Agency for StoryBrand Websites - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to StoryBrand service page plus one editorial owner per job. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/top-msp-marketing-agency/,3566,page,Top MSP Marketing Agency,msp-it,commercial-or-utility-page,untracked,0,,,,index,follow,True,,False,2026-02-26T23:07:59,Top MSP Marketing Agency - BigOrange.Marketing,"One commercial job. One H1. Index,follow if it is a real service; noindex if utility. Do not split MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Direct answer for the sold service. Definition vs adjacent offer. Five FAQs. Speakable question matches the H1 job.,Entity + service area + last reviewed date. Experience callouts only from approved cases.,Client service or booking page. One URL per sold offer.
P2,https://bigorange.marketing/top-performing-marketing-content-for-it-services/,2171,post,Top Performing Marketing Content for IT Services,msp-it,deep-matrix-owner,rest-of-site,1,15,Marketing content for IT services,Marketing content for IT services,index,follow,True,,True,2023-01-20T21:39:32,Top Performing Marketing Content for IT Services - BigOrange.Marketing,Content-types job not IT marketing H1. Rewrite content-is-king meta. Attach unranked IT/MSP content-marketing variants or give them to resources — one owner.,Answer: content types for IT services. 5 FAQs. Speakable: What marketing content works for IT services?,Top performing needs a dated method or becomes recommended types. Pair with definition URL. Same shape as builder ART-02.,Content-type inventory for a vertical
P2,https://bigorange.marketing/using-tiktok-for-advertising-big-orange-marketing/,2916,post,Case Study:  Construction Company Finds Success Using TikTok for Advertising,other,case-proof,untracked,0,,,,index,follow,True,,False,2025-07-23T08:42:18,Construction Company Finds Success Using TikTok for Advertising,"Proof page, not a second hub. Title and H1 stay case-shaped. Reciprocal link to nearest vertical hub or the homepage router with proof anchors, not agency-head terms. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what this Case Study:  Construction Company Finds Success Using TikTok for Advertising showed. Definition of case vs service page. Five FAQs. Speakable: What does this case cover?,Name the client only with permission. Date the work. Invented metrics stay out.,Client case study. One proof URL per engagement. Hub keeps the commercial keywords.
P2,https://bigorange.marketing/video-and-social-media-strategies-for-msps/,4877,post,5 Game-Changing Video and Social Media Strategies for MSPs,msp-it,supporting-article,untracked,0,,,,index,follow,True,,False,2025-04-01T16:08:29,Video and Social Media Strategies for MSPs - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to MSP hub /msp-it-services-marketing-agency/. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/video-case-study-services/,3479,page,Video Case Study Services,other,case-proof,untracked,0,,,,index,follow,True,,False,2023-05-28T23:56:49,Video Case Study Services - BigOrange.Marketing,"Proof page, not a second hub. Title and H1 stay case-shaped. Reciprocal link to nearest vertical hub or the homepage router with proof anchors, not agency-head terms. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what this Video Case Study Services showed. Definition of case vs service page. Five FAQs. Speakable: What does this case cover?,Name the client only with permission. Date the work. Invented metrics stay out.,Client case study. One proof URL per engagement. Hub keeps the commercial keywords.
P2,https://bigorange.marketing/webinar-msp-marketing-plan-made-simple-2022/,2463,post,Squeeze the Day Webinar: 5 Steps to Create a 2022 Marketing Plan for the Real World,msp-it,event-recap,untracked,0,,,,index,follow,True,,False,2022-08-12T16:18:30,MSP Marketing Plan Made Simple for 2022 - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P2,https://bigorange.marketing/what-are-examples-of-a-storybrand-website/,4333,post,What Are Examples of a StoryBrand Website?,storybrand,definition-howto,untracked,0,,,,index,follow,True,,False,2024-05-30T15:03:44,What Are Examples of a StoryBrand Website? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to StoryBrand service page plus one editorial owner per job. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-are-examples-of-storybrand-brandscript/,4315,post,What Are Examples of StoryBrand BrandScript?,storybrand,definition-howto,untracked,0,,,,index,follow,True,,False,2024-06-21T10:29:01,What Are Examples of StoryBrand BrandScript? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to StoryBrand service page plus one editorial owner per job. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-are-msp-websites/,4551,post,What Are MSP Websites?,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2024-08-06T15:42:46,What Are MSP Websites? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-does-managed-it-services-mean/,4485,post,What Does Managed IT Services Mean?,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2024-07-18T11:13:10,What Does Managed IT Services Mean - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-is-a-social-media-engagement-strategy-for-my-business/,4213,post,What is a Social Media Engagement Strategy for My Business?,other,definition-howto,untracked,0,,,,index,follow,True,,False,2024-03-15T21:46:18,What is a Social Media Engagement Strategy for My Business? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-is-a-social-media-hook/,4165,post,What Is a Social Media Hook?,other,definition-howto,untracked,0,,,,index,follow,True,,False,2024-03-29T05:46:07,What Is a Social Media Hook? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-is-a-storybrand-brandscript/,4322,post,How to Tell the Tale: What Is a StoryBrand BrandScript?,storybrand,definition-howto,untracked,0,,,,index,follow,True,,False,2024-06-17T16:34:28,What Is a StoryBrand BrandScript? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to StoryBrand service page plus one editorial owner per job. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-is-msp-marketing/,4508,post,What Is MSP Marketing?,msp-it,definition-howto,untracked,0,,,,index,follow,True,,False,2024-07-29T15:02:21,What Is MSP Marketing? - BigOrange.Marketing,"One question, one URL. If a sibling slug asks the same question, 301 or canonicalize. Internal link to MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.",Labeled Direct answer in the first 100 words. Definition box. Decision table when comparing options. Five visible FAQs with matching FAQPage. Speakable Q equals the H1.,"Attribute StoryBrand, HubSpot, or other frameworks. BOM experience in a separate labeled callout.","Client what-is / how-to article. Same four blocks. Their keyword, their SME, their examples."
P2,https://bigorange.marketing/what-is-the-purpose-of-storybrand/,4354,post,What Is the Purpose of StoryBrand?,storybrand,deep-matrix-owner,rest-of-site,1,12,What Is the Purpose of StoryBrand?,What Is the Purpose of StoryBrand?,index,follow,True,,True,2024-10-31T14:40:19,What Is the Purpose of StoryBrand? - BigOrange.Marketing,Purpose job only (12 declining). Alternate owner for StoryBrand Framework if 7-steps stays numbered-only. Keep H1 distinct from steps/process.,Answer: purpose of StoryBrand. 5 FAQs. Speakable: What is the purpose of StoryBrand?,Official purpose language. Why BOM uses it labeled. Short page.,Purpose/philosophy page for a named framework
P3,https://bigorange.marketing/10000-small-business-marketing-company-insights/,1121,post,"10,000 Small Businesses Makes Me Interesting at Parties (And Other Marketing Company Insights)",other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-03T17:42:22,Marketing Company Insights - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/2026-freelance-writer/,5329,page,2026 Freelance Writer / WordPress Loading (Part Time),other,careers,untracked,0,,,,index,follow,True,,False,2026-04-28T09:37:13,2026 Freelance Writer and WordPress Editor - BigOrange.Marketing,Index only while the role is open. Close with noindex when filled. Not a service URL.,One-sentence role summary. No service FAQs.,State Cincinnati or remote facts only. No ranking language.,Client careers page. Close or noindex when the seat fills.
P3,https://bigorange.marketing/5-essential-elements-of-a-converting-website/,2310,post,5 Essential Elements of a Converting Website,other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-11T22:22:38,Converting Website: 5 Essential Elements - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/5-things-that-might-be-missing-from-your-marketing-plan-or-website/,477,post,Are Any of These 5 Things Missing From Your Marketing Plan or Website?,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-11-01T13:41:40,Marketing Plan: What you are missing - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/7-top-seo-tips-for-2022/,2692,post,7 Top SEO Tips for 2022: How to Make Google Love You Now,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-11-14T08:43:59,SEO Tips for 2022 - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/7-ways-to-increase-your-landing-page-conversion-rate/,1464,post,7 Ways to Increase Your Conversion Rate,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-11-01T13:51:28,Increase Landing Page Conversion Rates: 7 Tips - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/9-top-reasons-to-build-a-new-website/,2502,post,9 Top Reasons To Build a New Website,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T16:17:49,Reasons to Build a New Website - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/about-big-orange-marketing/,2992,page,About Us,other,entity-bio,untracked,0,,,,index,follow,True,,False,2026-02-27T17:20:01,About BigOrange - BigOrange.Marketing,"About or people pages own identity, not vertical keywords. Canonical about URL. Link out to hubs.",Direct answer: who BigOrange is or who this person is. Three FAQs. Speakable: Who is BigOrange Marketing?,"Legal/brand name, Cincinnati, verticals served. Same Organization facts as Yoast. No award inflation.",Client about/people pages. Identity only. Services stay on hubs.
P3,https://bigorange.marketing/apply-squeeze-the-day-podcast/,3250,page,Apply to the Squeeze the Day Podcast,other,event-recap,untracked,0,,,,index,follow,True,,False,2023-05-28T23:10:14,Squeeze the Day Podcast - Apply Now - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/authenticity-vs-ai/,5288,post,Authenticity vs AI: Our Guest Spot on the Growth Focus Podcast,other,supporting-article,untracked,0,,,,index,follow,True,,False,2026-05-10T21:03:51,Authenticity vs AI: Finding the Balance - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/b2b-social-media-holidays-for-2026/,5185,post,B2B Social Media Holidays for 2026,other,supporting-article,untracked,0,,,,index,follow,True,,False,2026-05-10T21:05:17,B2B Social Media Holidays for 2026 - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/backlink-building-tools/,4925,post,Essential Backlink Building Tools to Boost Your SEO Strategy,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-05-29T09:08:12,Backlink Building Tools to Boost Your SEO - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/best-in-social-media-consulting/,3532,post,BigOrange Marketing Named Best in Social Media Consulting by Best in Cincy,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-02-14T14:45:10,Best in Social Media Consulting: Cincy - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/best-places-to-work-awards/,3280,post,3 Reasons to Participate in Best Places to Work Awards,other,proof-award,untracked,0,,,,index,follow,True,,False,2023-02-09T03:41:44,3 Reasons to Participate in Best Places to Work Awards - BigOrange.Marketing,"Citation page. Do not retitle as a hub. Link the award to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the list or award is and who issued it. Three FAQs.,"Issuer + year required. If the list is gone, demote or noindex. BOM is not the awarding body.","Client award/list citation. Proof, not a keyword grab."
P3,https://bigorange.marketing/bigorange-a-top-ranked-cincinnati-digital-marketing-agency-according-to-designrush/,2181,post,"BigOrange a Top Ranked Cincinnati Digital Marketing Agency, According to DesignRush",local-cincinnati,proof-award,untracked,0,,,,index,follow,True,,False,2024-06-24T13:52:18,BigOrange Marketing Ranked Top Cincy Digital Marketing Agency - BigOrange.Marketing,"Citation page. Do not retitle as a hub. Link the award to homepage router plus city-specific proof. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the list or award is and who issued it. Three FAQs.,"Issuer + year required. If the list is gone, demote or noindex. BOM is not the awarding body.","Client award/list citation. Proof, not a keyword grab."
P3,https://bigorange.marketing/bigorange-is-a-google-ads-certified-google-partner/,2234,post,BigOrange Is Officially a Google Partner,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T16:20:07,BigOrange Is Officially a Google Partner - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/bigorange-manages-marketing-for-cincinnati-eox-conference/,3602,post,BigOrange Helps Entrepreneurs’ Organization Form Powerful Connections During Cincinnati Conference,local-cincinnati,supporting-article,untracked,0,,,,index,follow,True,,False,2025-07-23T08:41:39,BigOrange Helps EOX Conference in Cincinnati - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to homepage router plus city-specific proof. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/bigorange-marketing-slated-to-speak-again-at-it-nation-connect-2022/,3040,post,BigOrange Marketing Slated to Speak Again at IT Nation Connect 2022,other,event-recap,untracked,0,,,,index,follow,True,,False,2023-12-04T09:40:31,BigOrange Marketing Slated as IT Nation Speaker - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/bigorange-marketing-top-25-largest-web-design-firms-2021/,2500,post,BigOrange Marketing Makes the Cincinnati Business Courier Book of Lists,local-cincinnati,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T16:17:59,Web Design Firms Cincinnati - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to homepage router plus city-specific proof. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/bigorange-marketing-wins-social-media-program-award/,627,post,BigOrange Marketing Wins Social Media Program Award,other,proof-award,untracked,0,,,,index,follow,True,,False,2021-08-03T20:45:40,Award Winning Marketing: Social Media Program - BigOrange.Marketing,"Citation page. Do not retitle as a hub. Link the award to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the list or award is and who issued it. Three FAQs.,"Issuer + year required. If the list is gone, demote or noindex. BOM is not the awarding body.","Client award/list citation. Proof, not a keyword grab."
P3,https://bigorange.marketing/blog/,795,page,Blog,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-06-04T11:25:52,Blog - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/bom-featured-in-best-selling-amazon-marketing-book/,2918,post,BOM Featured in Amazon Best-Selling Book: Marketing Fusion￼,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T15:50:35,BOM featured in Best-Selling Amazon Marketing Book,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/books-and-brews-event-with-amazon-bestselling-authors/,2715,post,Books and Brews: Join the Party on March 14th,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-03-08T20:12:40,Amazon Bestselling Author - Books and Brews- BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
