client,work_type,claim,evidence_type,evidence_source,metric,metric_value,date_range,verified_status,strength
shadow-heating-cooling,SEO,"Top landing page by organic clicks https://shadow-heating.com/: 3 clicks, 239 impressions, avg position 9.31",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_shadow-heating.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,3,2026-01-13 to 2026-09-12,measured,weak
shadow-heating-cooling,SEO,"Top landing page by organic clicks https://shadow-heating.com/reviews/: 2 clicks, 52 impressions, avg position 7.96",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_shadow-heating.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,2,2026-01-13 to 2026-09-12,measured,weak
shadow-heating-cooling,SEO,"Top landing page by organic clicks https://shadow-heating.com/about/: 0 clicks, 91 impressions, avg position 28.58",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_shadow-heating.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,0,2026-01-13 to 2026-09-12,measured,weak
puttery-nyc,organic traffic,"GA4 property 276233773 (Puttery, GA4) organic search sessions, August 2025 vs August 2026: 116482 to 74670 (-35.9%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\276233773\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions YoY,-35.9%,2025-08 vs 2026-08,measured,weak
puttery-nyc,organic traffic,"GA4 property 276233773 organic search sessions, 13 full months 202508 to 202608: total 1113893, peak month 202508 (116482)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\276233773\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,1113893,2025-08-01 to 2026-08-31,measured,medium
puttery-nyc,organic traffic,Top organic landing page 2026 YTD in GA4 property 276233773: /locations/dallas/ with 96587 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\276233773\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,96587,2026-01-01 to 2026-09-14,measured,weak
bigorange-marketing,organic traffic,"GA4 property 299086253 (BigOrange Marketing, GA4) organic search sessions, August 2025 vs August 2026: 900 to 586 (-34.9%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\299086253\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions YoY,-34.9%,2025-08 vs 2026-08,measured,weak
bigorange-marketing,organic traffic,"GA4 property 299086253 organic search sessions, 13 full months 202508 to 202608: total 10671, peak month 202601 (1219)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\299086253\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,10671,2025-08-01 to 2026-08-31,measured,medium
bigorange-marketing,organic traffic,Top organic landing page 2026 YTD in GA4 property 299086253: / with 2032 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\299086253\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,2032,2026-01-01 to 2026-09-14,measured,weak
align-hcm,organic traffic,"GA4 property 320235048 (Align HCM, GA4) organic search sessions, August 2025 vs August 2026: 435 to 196 (-54.9%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\320235048\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions YoY,-54.9%,2025-08 vs 2026-08,measured,weak
align-hcm,organic traffic,"GA4 property 320235048 organic search sessions, 13 full months 202508 to 202608: total 2975, peak month 202510 (707)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\320235048\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,2975,2025-08-01 to 2026-08-31,measured,weak
align-hcm,organic traffic,Top organic landing page 2026 YTD in GA4 property 320235048: / with 140 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\320235048\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,140,2026-01-01 to 2026-09-14,measured,weak
nexla,organic traffic,"GA4 property 347294023 (Nexla Main Website (nexla.com), GA4) organic search sessions, August 2025 vs August 2026: 6101 to 2055 (-66.3%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\347294023\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions YoY,-66.3%,2025-08 vs 2026-08,measured,weak
nexla,organic traffic,"GA4 property 347294023 organic search sessions, 13 full months 202508 to 202608: total 67815, peak month 202509 (6953)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\347294023\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,67815,2025-08-01 to 2026-08-31,measured,medium
nexla,organic traffic,Top organic landing page 2026 YTD in GA4 property 347294023: / with 6030 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\347294023\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,6030,2026-01-01 to 2026-09-14,measured,weak
bar-crawl-usa,organic traffic,"GA4 property 360663315 (barcrawlusa.com/ GA4, MonsterInsights) organic search sessions, August 2025 vs August 2026: 1904 to 3771 (98.1%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\360663315\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions YoY,98.1%,2025-08 vs 2026-08,measured,strong
bar-crawl-usa,organic traffic,"GA4 property 360663315 organic search sessions, 13 full months 202508 to 202608: total 52443, peak month 202510 (10932)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\360663315\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,52443,2025-08-01 to 2026-08-31,measured,medium
bar-crawl-usa,organic traffic,Top organic landing page 2026 YTD in GA4 property 360663315: / with 3160 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\360663315\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,3160,2026-01-01 to 2026-09-14,measured,weak
bar-crawl-usa,organic traffic,"GA4 property 390008448 (uglysweaterbarcrawls.com, GA4) organic search sessions, August 2025 vs August 2026: 10 to 4 (-60.0%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\390008448\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions YoY,-60.0%,2025-08 vs 2026-08,measured,weak
bar-crawl-usa,organic traffic,"GA4 property 390008448 organic search sessions, 13 full months 202508 to 202608: total 1086, peak month 202511 (488)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\390008448\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,1086,2025-08-01 to 2026-08-31,measured,weak
bar-crawl-usa,organic traffic,Top organic landing page 2026 YTD in GA4 property 390008448: /ugly-sweater-bar-crawl-lakewood/ with 9 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\390008448\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,9,2026-01-01 to 2026-09-14,measured,weak
replenish-7-eleven,organic traffic,"GA4 property 486650928 (getreplenish.com) organic search sessions, August 2025 vs August 2026: 124 to 80 (-35.5%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\486650928\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions YoY,-35.5%,2025-08 vs 2026-08,measured,weak
replenish-7-eleven,organic traffic,"GA4 property 486650928 organic search sessions, 13 full months 202508 to 202608: total 1841, peak month 202605 (257)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\486650928\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,1841,2025-08-01 to 2026-08-31,measured,weak
replenish-7-eleven,organic traffic,Top organic landing page 2026 YTD in GA4 property 486650928: / with 961 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\486650928\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,961,2026-01-01 to 2026-09-14,measured,weak
ami-cleaning (inactive),organic traffic,"GA4 property 544090354 organic search sessions, 13 full months 202607 to 202608: total 44, peak month 202607 (27)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\544090354\yearMonth+channel__2025-08-01_2026-09-14.json,organic sessions 13 months,44,2025-08-01 to 2026-08-31,measured,weak
ami-cleaning (inactive),organic traffic,Top organic landing page 2026 YTD in GA4 property 544090354: / with 45 organic sessions,measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\ga4\544090354\yearMonth+landingPage_organic__2025-08-01_2026-09-14.json,organic sessions,45,2026-01-01 to 2026-09-14,measured,weak
bar-crawl-usa,AEO (AI Overview),"Live Google SERP for ""taco and tequila bar crawl"": AI Overview present, barcrawlusa.com CITED as a source (https://barcrawlusa.com/taco-tequila-crawl/; https://barcrawlusa.com/how-to-master-the-taco-tequila-bar-crawl/; https://barcrawlusa.com/how-to-be-a-taco-tequila-bar-crawl-expert-2/)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,AI Overview citation,yes,2026-09-15,live-verified,strong
bar-crawl-usa,SEO,"Live Google organic rank for ""taco and tequila bar crawl"": #2 (https://barcrawlusa.com/taco-tequila-crawl/)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,live organic rank,2,2026-09-15,live-verified,strong
bar-crawl-usa,AEO (AI Overview),"Live Google SERP for ""bar crawl asheville nc"": no AI Overview shown at check time (Page said 'An AI Overview is not available for this search. Can't generate an AI overview right now. Try again later.' The links listed came from an AI Mode block, not an AI Overview.)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,AI Overview present,no,2026-09-15,live-verified,weak
bar-crawl-usa,SEO,"Live Google organic rank for ""bar crawl asheville nc"": #1 (https://barcrawlusa.com/asheville-bar-crawls/)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,live organic rank,1,2026-09-15,live-verified,strong
bar-crawl-usa,AEO (AI Overview),"Live Google SERP for ""pub crawl challenges"": AI Overview present, barcrawlusa.com not among the listed AI Overview sources",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,AI Overview citation,no,2026-09-15,live-verified,weak
bar-crawl-usa,SEO,"Live Google organic rank for ""pub crawl challenges"": not in the first page of organic results as rendered",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,live organic rank,not on page 1,2026-09-15,live-verified,weak
align-hcm,AEO (AI Overview),"Live Google SERP for ""ukg pro implementation partner"": AI Overview present, alignhcm.com CITED as a source (https://www.alignhcm.com/partners/ukg)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,AI Overview citation,yes,2026-09-15,live-verified,strong
align-hcm,SEO,"Live Google organic rank for ""ukg pro implementation partner"": #3 (https://www.alignhcm.com/partners/ukg)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,live organic rank,3,2026-09-15,live-verified,strong
align-hcm,AEO (AI Overview),"Live Google SERP for ""how long to implement ukg"": AI Overview present, alignhcm.com not among the listed AI Overview sources",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,AI Overview citation,no,2026-09-15,live-verified,weak
align-hcm,SEO,"Live Google organic rank for ""how long to implement ukg"": not in the first page of organic results as rendered",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,live organic rank,not on page 1,2026-09-15,live-verified,weak
align-hcm,AEO (AI Overview),"Live Google SERP for ""what are the hidden costs of implementing hcm software"": AI Overview present, alignhcm.com CITED as a source (https://www.alignhcm.com/blog/the-hidden-price-tag-why-diy-hcm-implementation-costs-more-than-you-think?hs_amp=true)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,AI Overview citation,yes,2026-09-15,live-verified,strong
align-hcm,SEO,"Live Google organic rank for ""what are the hidden costs of implementing hcm software"": #2 (https://www.alignhcm.com/blog/the-hidden-price-tag-why-diy-hcm-implementation-costs-more-than-you-think?hs_amp=true)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch1__2026-09-15.json,live organic rank,2,2026-09-15,live-verified,strong
bar-crawl-usa,AEO (AI Overview),"Live Google SERP for ""pub crawl challenges"": AI Overview present, barcrawlusa.com not among the listed AI Overview sources; sources expanded",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview citation,no,2026-09-15,live-verified,weak
bar-crawl-usa,SEO,"Live Google organic rank for ""pub crawl challenges"": not in the first page of organic results as rendered",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,not on page 1,2026-09-15,live-verified,weak
align-hcm,AEO (AI Overview),"Live Google SERP for ""how long to implement ukg"": AI Overview present, alignhcm.com not among the listed AI Overview sources; sources expanded",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview citation,no,2026-09-15,live-verified,weak
align-hcm,SEO,"Live Google organic rank for ""how long to implement ukg"": not in the first page of organic results as rendered",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,not on page 1,2026-09-15,live-verified,weak
bigorange-marketing,AEO (AI Overview),"Live Google SERP for ""home builder marketing agency"": no AI Overview shown at check time (No AI Overview on this SERP at check time.)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview present,no,2026-09-15,live-verified,weak
bigorange-marketing,SEO,"Live Google organic rank for ""home builder marketing agency"": #4 (https://bigorange.marketing/marketing-agency-for-builders/)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,4,2026-09-15,live-verified,medium
bigorange-marketing,AEO (AI Overview),"Live Google SERP for ""brand strategy agency"": AI Overview present, bigorange.marketing not among the listed AI Overview sources; sources expanded",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview citation,no,2026-09-15,live-verified,weak
bigorange-marketing,SEO,"Live Google organic rank for ""brand strategy agency"": not in the first page of organic results as rendered",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,not on page 1,2026-09-15,live-verified,weak
bigorange-marketing,AEO (AI Overview),"Live Google SERP for ""marketing agency for home builders"": AI Overview present, bigorange.marketing not among the listed AI Overview sources; sources expanded",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview citation,no,2026-09-15,live-verified,weak
bigorange-marketing,SEO,"Live Google organic rank for ""marketing agency for home builders"": #3 (https://bigorange.marketing/marketing-agency-for-builders/)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,3,2026-09-15,live-verified,strong
bar-crawl-usa,AEO (AI Overview),"Live Google SERP for ""bar crawl bingo ideas"": no AI Overview shown at check time (Page said 'An AI Overview is not available for this search. Can't generate an AI overview right now. Try again later.' The links listed came from an AI Mode block, not an AI Overview. Search Console reports average position 1.02 for this query over the last 28 days (59 impressions, 1 click) while the live classic organic rank was 7.)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview present,no,2026-09-15,live-verified,weak
bar-crawl-usa,SEO,"Live Google organic rank for ""bar crawl bingo ideas"": #7 (https://barcrawlusa.com/bar-crawl-bingo/)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,7,2026-09-15,live-verified,medium
bar-crawl-usa,AEO (AI Overview),"Live Google SERP for ""lawrenceville brunch crawl"": AI Overview present, barcrawlusa.com CITED as a source (https://barcrawlusa.com/event/the-brunch-crawl-lawrenceville/); sources expanded",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview citation,yes,2026-09-15,live-verified,strong
bar-crawl-usa,SEO,"Live Google organic rank for ""lawrenceville brunch crawl"": #1 (https://barcrawlusa.com/event/the-brunch-crawl-lawrenceville/)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,1,2026-09-15,live-verified,strong
align-hcm,AEO (AI Overview),"Live Google SERP for ""best firms offering client-side hcm implementation support"": AI Overview present, alignhcm.com CITED as a source (https://www.alignhcm.com/services/client-side-services); sources expanded",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,AI Overview citation,yes,2026-09-15,live-verified,strong
align-hcm,SEO,"Live Google organic rank for ""best firms offering client-side hcm implementation support"": #4 (https://www.alignhcm.com/services/client-side-services)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\live-serp\live-serp-batch2__2026-09-15.json,live organic rank,4,2026-09-15,live-verified,medium
nexla,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain) (no Search Console property on the ADC identity; GA4 only)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
kimberly-james-bridal,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
omega-landscaping,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
hope-wellness-center,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
va-claims-edge,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
nkcdc,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
pritzker-law-group,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
tags-2-go,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
bercos-popcorn,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
cindy-may-christmas,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
fresh-blends-kwik-trip,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
fagan-painting,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
pro-fence-deck,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
onsite-concrete-landscape,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
deborah-mara,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
bridge-software,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
puttery-nyc,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain) (GA4 only, no Search Console)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
replenish-7-eleven,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain) (GA4 only, no Search Console)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
green-slate-masonry,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain) (not in registry, domain not resolved)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
everyday-life-insurance,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain) (not in registry, domain not resolved)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
capsule-tonic,access,"No readable Search Console property for this client on the ADC identity dillonmohr8777@gmail.com (11 sites listed, none for this domain) (not in registry, domain not resolved)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,GSC property,none,2026-09-15,not-measured,weak
