"slug","business","currentBatch","sourceClass","qaReady","mailReady","publicationState","siteUrl","sourceUrl","route","occurrenceCount","sourceBatches","sourceLocator"
"mayfair-family-chiropractic","Mayfair Family Chiropractic Center","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-family-chiropractic/","","/sites/mayfair-family-chiropractic/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\mayfair-family-chiropractic"
"mayfair-fence","Mayfair Fence","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-fence/","","/sites/mayfair-fence/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\mayfair-fence"
"mcmenamin-margiotti","McMenamin & Margiotti","phl-2026-w34","week-34-current-review","ready","hold","qa-ready","https://phl-2026-w34.netlify.app/sites/mcmenamin-margiotti/","https://buxmontlaw.com/","/sites/mcmenamin-margiotti/","2","phl-2026-w34 | radar-next15-20260809-170919","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"metalmorphose-iron-studio","Metalmorphose Ironworks","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/metalmorphose-iron-studio/","https://metalmorphoseironworks.com/","/sites/metalmorphose-iron-studio/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"metro-physical-medicine","Metro Physical Medicine","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/metro-physical-medicine/","","/sites/metro-physical-medicine/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\metro-physical-medicine"
"ming-s-chinese","Ming's Chinese","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/ming-s-chinese/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\ming-s-chinese"
"mitchell-painting-llc","Mitchell Painting, LLC","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/mitchell-painting-llc/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\mitchell-painting-llc"
"moms-organic-market","MOM's Organic Market, Center City","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moms-organic-market/","","/sites/moms-organic-market/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\moms-organic-market"
"morris-arboretum","Morris Arboretum & Gardens","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/morris-arboretum/","","/sites/morris-arboretum/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\morris-arboretum"
"morton-electric-pool-spa","Morton Electric Pool & Spa","Cinematic builds 166-168","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/morton-electric-pool-spa/","1","Cinematic builds 166-168","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-trio\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-trio-2026-08-09\sites\morton-electric-pool-spa"
"moss-contracting","Moss Contracting","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moss-contracting/","","/sites/moss-contracting/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\moss-contracting"
"narberth-pizza","Narberth Pizza","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/narberth-pizza/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\narberth-pizza"
"new-pennsburg-diner","The New Pennsburg Diner","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/new-pennsburg-diner/","https://pennsburgdiner.com/","/sites/new-pennsburg-diner/","2","phl-2026-w33 | radar-next15-20260809-170919","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"nicky-s-thai-kitchen","Nicky's Thai Kitchen","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/nicky-s-thai-kitchen/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\nicky-s-thai-kitchen"
"northeast-family-foot-care","Northeast Family Foot Care","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/northeast-family-foot-care/","","/sites/northeast-family-foot-care/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\northeast-family-foot-care"
"nottingham-creamery","Nottingham Creamery","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/nottingham-creamery/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\nottingham-creamery"
"novacare","NovaCare","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/novacare/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\novacare"
"oaks-italian-deli","Oaks Italian Deli And Pizzeria","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/oaks-italian-deli/","http://oaksitaliandeli.com/","/sites/oaks-italian-deli/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"o-donnell-weiss-mattei-p-c","O'Donnell, Weiss & Mattei, P.C.","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/o-donnell-weiss-mattei-p-c/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\o-donnell-weiss-mattei-p-c"
"ooka-hibachi-and-sushi","Ooka Hibachi and Sushi","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/ooka-hibachi-and-sushi/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\ooka-hibachi-and-sushi"
"openarc","OpenArc","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/openarc/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\openarc"
"oss-health","OSS Health","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/oss-health/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\oss-health"
"oster-fine-violins","Frederick W. Oster Fine Violins","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/oster-fine-violins/","https://www.osterviolins.com/","/sites/oster-fine-violins/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"oxford-rehabilitation-center","Oxford Rehabilitation Center","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oxford-rehabilitation-center/","","/sites/oxford-rehabilitation-center/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\oxford-rehabilitation-center"
"patriot-fence-and-ironworks","Patriot Fence & Ironworks, LLC.","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/patriot-fence-and-ironworks/","","/sites/patriot-fence-and-ironworks/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\patriot-fence-and-ironworks"
"pats-king-steaks","Pat's King of Steaks","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pats-king-steaks/","","/sites/pats-king-steaks/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\pats-king-steaks"
"peking-gourmet","Peking Gourmet","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/peking-gourmet/","http://pekinggourmetpottstown.com/","/sites/peking-gourmet/","2","phl-2026-w33 | radar-next15-20260810-110919","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"pennsylvania-dental-group","Pennsylvania Dental Group","phl-2026-w34","week-34-current-review","ready","hold","qa-ready","https://phl-2026-w34.netlify.app/sites/pennsylvania-dental-group/","https://www.padentalgroup.com/","/sites/pennsylvania-dental-group/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"philadelphia-auto-accident-injury-attorney","Philadelphia Auto Accident Injury Attorney","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/philadelphia-auto-accident-injury-attorney/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\philadelphia-auto-accident-injury-attorney"
"philadelphia-garage","Philadelphia Garage","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/philadelphia-garage/","https://www.philadelphiagarage.com/","/sites/philadelphia-garage/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"philadelphia-record-exchange","Philadelphia Record Exchange","Philadelphia Batch 1 Â· restored canonical routes","historical-held-or-removed","hold","hold","held-no-proper-logo","","","/sites/philadelphia-record-exchange/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\philadelphia-record-exchange"
"philly-medical-and-rehab-associates","Philly Medical and Rehab Associates","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/philly-medical-and-rehab-associates/","","/sites/philly-medical-and-rehab-associates/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\philly-medical-and-rehab-associates"
"pier-6","Pier 6","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/pier-6/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\pier-6"
"pipe-xpress","Pipe Xpress","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/pipe-xpress/","https://pipexpressinc.com/","/sites/pipe-xpress/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"pipe-xpress-inc","Pipe Xpress Inc","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/pipe-xpress-inc/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\pipe-xpress-inc"
"pizza-peddler","Pizza Peddler","Telegram 3D Next 10","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/pizza-peddler/","1","Telegram 3D Next 10","C:\Users\dillo\Documents\Codex\work\prospect-radar-ready-80-20260812\dist\sites\pizza-peddler"
"pk2-construction","PK2 Construction","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/pk2-construction/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\pk2-construction"
"plastic-surgery-solutions","Plastic Surgery Solutions","phl-2026-w34","week-34-current-review","hold","hold","qa-hold","https://phl-2026-w34.netlify.app/sites/plastic-surgery-solutions/","https://plasticsurgerysolutions.com/","/sites/plastic-surgery-solutions/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"prime-interiors-llc","Prime Interiors, LLC","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/prime-interiors-llc/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\prime-interiors-llc"
"pro-nails","Pro Nails","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/pro-nails/","https://gopronails.com/","/sites/pro-nails/","2","phl-2026-w33 | radar-next15-20260810-050919","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"pt-in-philly","PT in Philly","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pt-in-philly/","","/sites/pt-in-philly/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\pt-in-philly"
"radiance-dental","Radiance Dental","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/radiance-dental/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\radiance-dental"
"rally-house-collegeville","Rally House Collegeville","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/rally-house-collegeville/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\rally-house-collegeville"
"reading-terminal","Reading Terminal Market","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/reading-terminal/","","/sites/reading-terminal/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\reading-terminal"
"reanimator-coffee","ReAnimator Coffee","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/reanimator-coffee/","","/sites/reanimator-coffee/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\reanimator-coffee"
"reardon-dental","Reardon Dental","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/reardon-dental/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\reardon-dental"
"red-hill-greenhouses-florist","Red Hill Greenhouses & Florist","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/red-hill-greenhouses-florist/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\red-hill-greenhouses-florist"
"rhi-construction","RHI Construction Inc.","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rhi-construction/","","/sites/rhi-construction/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\rhi-construction"
"riley-rodzianko-and-clymer-llp","Riley Rodzianko & Clymer LLP","Current Next 20","historical-held-or-removed","hold","hold","held-logo-identity-unverified","","","/sites/riley-rodzianko-and-clymer-llp/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\riley-rodzianko-and-clymer-llp"
"rittenhouse-square-chiropractic","Rittenhouse Square Chiro","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rittenhouse-square-chiropractic/","","/sites/rittenhouse-square-chiropractic/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\rittenhouse-square-chiropractic"
"robert-j-spence-plumbing-and-heating","Robert J. Spence Plumbing and Heating","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/robert-j-spence-plumbing-and-heating/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\robert-j-spence-plumbing-and-heating"
"rocco-s-brick-oven-pizzeria","Rocco's Brick Oven Pizzeria","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/rocco-s-brick-oven-pizzeria/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\rocco-s-brick-oven-pizzeria"
"rufus-chiropractic-and-wellness","Rufus Chiropractic and Wellness","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rufus-chiropractic-and-wellness/","","/sites/rufus-chiropractic-and-wellness/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\rufus-chiropractic-and-wellness"
"salters-fireplace","Salter's Fireplace","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/salters-fireplace/","https://saltersfireplace.com/","/sites/salters-fireplace/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"sciacca-service-center","Sciacca Service Center","phl-2026-w34","week-34-current-review","hold","hold","qa-hold","https://phl-2026-w34.netlify.app/sites/sciacca-service-center/","http://sciaccaservicecenter.com/","/sites/sciacca-service-center/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"scott-lot","Scott Lot","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/scott-lot/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\scott-lot"
"scrc-accident-and-injury-center","SCRC Accident & Injury Center","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/scrc-accident-and-injury-center/","","/sites/scrc-accident-and-injury-center/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\scrc-accident-and-injury-center"
"seiler-drury","Seiler & Drury","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/seiler-drury/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\seiler-drury"
"sesame-inn","Sesame Inn","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/sesame-inn/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\sesame-inn"
"sharp-edge-construction-company","Sharp Edge Construction Company","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/sharp-edge-construction-company/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\sharp-edge-construction-company"
"shooster-development","Shooster Development","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/shooster-development/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\shooster-development"
"sioutis-coatings-ent-inc","Sioutis Coatings Ent., Inc.","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/sioutis-coatings-ent-inc/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\sioutis-coatings-ent-inc"
"snyder-online-marketing","Snyder Online Marketing","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/snyder-online-marketing/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\snyder-online-marketing"
"solution-based-plumbing-and-heating-inc","Solution Based Plumbing and Heating, Inc.","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/solution-based-plumbing-and-heating-inc/","","/sites/solution-based-plumbing-and-heating-inc/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\solution-based-plumbing-and-heating-inc"
"southampton-hot-tub","Southampton Hot Tub","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/southampton-hot-tub/","https://southamptonhottub.com/","/sites/southampton-hot-tub/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"square-1682","Square 1682","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/square-1682/","","/sites/square-1682/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\square-1682"
"standard-tap","Standard Tap","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/standard-tap/","","/sites/standard-tap/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\standard-tap"
"strickland-electric","Strickland Electric","Philadelphia Batch 4","historical-held-or-removed","hold","hold","held-no-proper-logo","","","/sites/strickland-electric/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\strickland-electric"
"summers-quality-services","Summers Quality Services","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/summers-quality-services/","","/sites/summers-quality-services/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\summers-quality-services"
"suraya","Suraya","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/suraya/","","/sites/suraya/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\suraya"
"tanglewood-ptg-corp","Tanglewood PTG. Corp.","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/tanglewood-ptg-corp/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\tanglewood-ptg-corp"
"termini-bros","Termini Brothers Bakery","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/termini-bros/","","/sites/termini-bros/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\termini-bros"
